,barcode,url_openfoodfact,product_name,brands,brands_tags,categories,categories_tags,countries,ingredients_text,allergens_tags,serving_size,serving_quantity,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_2,states,brand_owner,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g,nutriscore,additifs_Sans,ingredients_from_palm_oil_n_1,ingredients_from_palm_oil_n_2,ingredients_that_may_be_from_palm_oil_n_1,ingredients_that_may_be_from_palm_oil_n_2,pnns_groups_1_Fruits and vegetables,pnns_groups_1_Salty snacks,pnns_groups_1_unknown
12771,'5060042641741,https://world-fr.openfoodfacts.org/produit/5060042641741,Chips de pommes de terre assaisonnees e la sauce Worcestershire et aux tomates sechees,Tyrrells,tyrrells,Aliments et boissons e base de vegetaux  Aliments d'origine vegetale  Snacks  Cereales et pommes de terre  Snacks sales  Aperitif  Chips et frites  Chips  Chips de pommes de terre,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:cereals-and-potatoes en:salty-snacks en:appetizers en:chips-and-fries en:crisps en:potato-crisps,France,pomme de terre  huile de tournesol  sucre  sel  ar?me naturel (_moutarde_)  lactos?rum en poudre (_lait_)  f?cule de pomme de terre  oignon en poudre  tomate en poudre  dextrose  paprika moulu  sauce Worcestershire d?shydrat?e (maltodextrine  vinaigre d?alcool  extrait de tamarin  extrait de malt (_orge_)  ail s?ch?  ?pices  jus de citron concentr?)  tomates s?ch?es moulues  piment de cayenne  poivre noir  poivre blanc.,en:gluten en:milk en:mustard,,,-0.7329337759752417,,,,4.0,Appetizers,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,en:potato-crisps,https://images.openfoodfacts.org/images/products/506/004/264/1741/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/506/004/264/1741/front_fr.6.200.jpg,https://images.openfoodfacts.org/images/products/506/004/264/1741/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/506/004/264/1741/front_fr.6.200.jpg,,,,453,0.4335853591001516,,2 6,,,,-0.04462458041438146,0,-0.055185896133129055,-0.3964136904019533,-0.06454762386633402,,,,,,False,1,0,0,0,0,0,1,0
12772,'5060042643301,https://world-fr.openfoodfacts.org/produit/5060042643301,Chips Furrows,Tyrrells,tyrrells,,,France,pomme de terre  huile de tournesol  sel de mer.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/506/004/264/3301/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/506/004/264/3301/ingredients_fr.7.200.jpg,,476,0.5454309071300983,0.019137250736838644,2 4,,,59.9,-0.04462458968855784,0,-0.017043592122760444,-0.40081807523916685,-0.07137273929340385,,,,,,False,1,0,0,0,0,0,1,0
12773,'5060139432764,https://world-fr.openfoodfacts.org/produit/5060139432764,Straight Up Coconut Chips,Urban Fruit,urban-fruit,,,France,Coconut  Coconut Nectar  Sea Salt,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/506/013/943/2764/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/013/943/2764/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/013/943/2764/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/013/943/2764/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/013/943/2764/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/506/013/943/2764/ingredients_fr.7.200.jpg,,472,0.525829110052685,0.48925437878949396,36,,,14.8,-0.04462439987708117,25,-0.13147050415386619,-0.40081807523916685,-0.07137273929340385,,,,,,False,1,0,0,0,0,0,1,0
12777,'5060244830042,https://world-fr.openfoodfacts.org/produit/5060244830042,Pack of 3 Deal Scott Farms Chip Company Variety Sweet Potato Chips 40G,Scott Farms,scott-farms,,,France,patates douces oranges  blancs  violets de Scott Farms  r?colt?s ? la main sel de mer  tournesol,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/506/024/483/0042/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/024/483/0042/ingredients_fr.4.200.jpg,,500,0.6607355958207651,0.10147414887035457,2 8,,,59.0,-0.044624326920226935,4,-0.007508016120168335,-0.411094973192665,-0.08729800862323348,,,,,,False,1,0,0,0,0,0,1,0
12780,'5060358170164,https://world-fr.openfoodfacts.org/produit/5060358170164,Ten Acre Hand cooked crisps chips,The Secret Of Mr Salt,the-secret-of-mr-salt,,,France,Pommes De Terre  Huile De Tournesol  Sel Marin,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/506/035/817/0164/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/506/035/817/0164/nutrition_fr.7.400.jpg,513,0.7230001277137251,0.1838110470038705,3 5,,,51.5,-0.044624612873998805,6 5,-0.055185896133129055,-0.402286203518238,-0.0736477777690938,,,,,,False,1,0,0,0,0,0,1,0
12783,'5060543410082,https://world-fr.openfoodfacts.org/produit/5060543410082,Cheezy kale chips,Tanya's,tanya-s,,,France,Kale  CASHEW NUTS?. LEMON JUICE?. Sundried TOMATOES?. INACTIVE nutritional yeast  garlic  Himalayan pink salt,en:nuts,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/506/054/341/0082/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/054/341/0082/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/054/341/0082/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/506/054/341/0082/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/506/054/341/0082/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/506/054/341/0082/ingredients_fr.7.200.jpg,,555,0.9259363798092985,0.3139564666342666,6 7,,,42.0,-0.0446243887480695,0,1.871000456390484,-0.3861367924484551,-0.04862235453650441,,,,,,False,1,0,0,0,0,0,1,0
12790,'5400141293838,https://world-fr.openfoodfacts.org/produit/5400141293838,Ribble chips,Boni,boni,,,Belgi?,60% pommes de terre  33 % huile de tournesol  farine de bl?  maltodextrine  sel  poivres blanc et noir  sucre  extrait de levure  dextrose  ar?mes  extrait de plantes aromatiques.,en:gluten en:milk en:mustard,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/540/014/129/3838/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/540/014/129/3838/front_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/540/014/129/3838/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/540/014/129/3838/front_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/540/014/129/3838/ingredients_fr.14.400.jpg,https://images.openfoodfacts.org/images/products/540/014/129/3838/ingredients_fr.14.200.jpg,,542,0.8636718479163386,0.26083588719328854,3,,,53.0,-0.04462459896273423,4,-0.03611474412794475,-0.4037543317973092,-0.07592281624478374,,,,,,False,1,0,0,0,0,0,1,0
12796,'5410667069350,https://world-fr.openfoodfacts.org/produit/5410667069350,Chips de Banane,Sans marque NV Colosseum,sans-marque nv-colosseum,Aliments et boissons e base de vegetaux  Aliments d'origine vegetale  Snacks  Aliments e base de fruits et de legumes  Snacks sales  Aperitif  Chips et frites  Fruits et produits derives  Chips  Produits deshydrates  Aliments e base de plantes sechees  Fruits secs  Bananes sechees,en:plant-based-foods-and-beverages en:plant-based-foods en:snacks en:fruits-and-vegetables-based-foods en:salty-snacks en:appetizers en:chips-and-fries en:fruits-based-foods en:crisps en:dried-products en:dried-plant-based-foods en:dried-fruits en:dried-bananas,France,bananes  huile de coco  sucre  ar?me de banane.,,,,-0.7329337759752417,,,,4.0,Dried fruits,en:to-be-checked  en:complete  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-completed  en:packaging-code-to-be-completed  en:characteristics-completed  en:categories-completed  en:brands-completed  en:packaging-completed  en:quantity-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,en:dried-bananas,https://images.openfoodfacts.org/images/products/541/066/706/9350/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/ingredients_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/541/066/706/9350/nutrition_fr.9.400.jpg,514,0.7287653621482585,0.2156833946684573,27,,,58.2,-0.044624079608856664,5 85,-0.40323442022774236,,,,,,,,False,1,0,0,0,0,1,0,0
12803,'5602995005005,https://world-fr.openfoodfacts.org/produit/5602995005005,chip,dalimat,dalimat,,,France,dos quais saturados Saturcd Fat (Trans Fat = Og) 47 g Hidratos de ca-(,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/560/299/500/5005/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/560/299/500/5005/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/560/299/500/5005/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/560/299/500/5005/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/560/299/500/5005/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/560/299/500/5005/ingredients_fr.7.200.jpg,,550,0.9017223951842586,-0.3447387184338606,10 2,,,35.5,-0.044624620602479126,9 8,0.04016986389279238,-0.4135907912670861,-0.09116557403190637,,,,,,False,1,0,0,0,0,0,0,1
12804,'5906395147090,https://world-fr.openfoodfacts.org/produit/5906395147090,Coconut chips,Sack of snacks,sack-of-snacks,,,France,dried r coconut meat ALLERGENIC INFOR\.fATlON Product may contain allergens: gluten  Pear other nuts  sesaam Store drv and tne bag tightly aftereach Country of origin: Sri Lanka,en:gluten,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/590/639/514/7090/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/590/639/514/7090/nutrition_fr.7.400.jpg,669,1.475939744863779,1.0842048685284476,55,,,8.4,-0.04462449076400974,,0.049705439895384576,-0.41329716561127183,-0.09071056633676838,,,,,,False,1,0,0,0,0,0,1,0
12805,'5906395718054,https://world-fr.openfoodfacts.org/produit/5906395718054,Chips de pomme,Leo,leo,,,France,100% DRIED APPLES.,,,,-0.7329337759752417,,,,,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,,,,,https://images.openfoodfacts.org/images/products/590/639/571/8054/ingredients_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/590/639/571/8054/ingredients_fr.4.200.jpg,,358,-0.024174255001795347,-0.5970614707785061,0 2,,,79.0,-0.04462349224435228,13,-0.4080022082290383,-0.41535254520197146,-0.09389562020273431,,,,,,False,1,0,0,0,0,0,1,0
12808,'6009694571487,https://world-fr.openfoodfacts.org/produit/6009694571487,Banana chips,Locarno,locarno,,,France,Banana  banana flavour  coconut Oil  honey  sugar,,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/600/969/457/1487/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/600/969/457/1487/nutrition_en.7.400.jpg,217,-0.7044719182767291,0.276772061025582,25,,,15.0,-0.04462461132830274,7 7,-0.3889310562238541,-0.3274116612856081,0.042379184491093375,,,,,,False,1,0,0,0,0,0,1,0
12811,'6181100240061,https://world-fr.openfoodfacts.org/produit/6181100240061,CHIPSY CHIPS,Nutri,nutri,,,France,Poids/Weight: 30g. IGRï¿½DIENTS: GRUAU DE MAis NATURELS  (PEUT CONTENIR FARINE DE RIZ  FARINE DE FROMENT  OU POUDRE DE POMME DE TERRE)  HUILE Vï¿½Gï¿½TALE  SEL  ARï¿½MES  COLORANTS AUTORISï¿½S .,en:gluten,,,-0.7329337759752417,,,,4.0,unknown,en:to-be-completed  en:nutrition-facts-completed  en:ingredients-completed  en:expiration-date-to-be-completed  en:packaging-code-to-be-completed  en:characteristics-to-be-completed  en:categories-to-be-completed  en:brands-completed  en:packaging-to-be-completed  en:quantity-to-be-completed  en:product-name-completed  en:photos-to-be-validated  en:photos-uploaded,,,https://images.openfoodfacts.org/images/products/618/110/024/0061/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/618/110/024/0061/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/618/110/024/0061/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/618/110/024/0061/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/618/110/024/0061/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/618/110/024/0061/ingredients_fr.7.200.jpg,,406,0.2075881692664448,-0.1375684586140464,1,,,53.1,-0.044624620447909526,0 9,0.16413235192649023,-0.40360751896940206,-0.07569531239721475,,,,,,False,1,0,0,1,0,0,1,0
