barcode,product_name,brands,pnns_groups_1,nutriscore_grade,additives_n,fat_100g,proteins_100g,salt_100g,sodium_100g,sugars_100g,energy_100g,carbohydrates_100g,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,url_openfoodfact,pred_log_reg,pred_tree,pred_rand_for,pred_ada_boost,pred_grad_boost,pred_xg_boost,pred_log_reg_descr,pred_tree_descr,pred_rand_for_descr,pred_ada_boost_descr,pred_grad_boost_descr,pred_xg_boost_descr,nutri_descr
'92825093039,Kettle potato chips,,Salty snacks,D,6,28.57,7.14,16.975,0.679,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0092825093039,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'92825093022,Kettle potato chips,,Salty snacks,D,3,28.57,7.14,14.275,0.571,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0092825093022,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'92825093015,Kettle potato chips,,Salty snacks,D,1,28.57,7.14,1.34,0.536,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0092825093015,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41331049023,Plantain chips,,Salty snacks,D,1,32.14,3.57,2.5,1.0,0.0,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041331049023,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'79893115894,Organic potato chips,,Composite foods,C,1,32.14,3.57,10.725,0.429,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0079893115894,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41200104709,Potato chips,,Salty snacks,D,3,28.57,7.14,2.5,1.0,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104709,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104624,Flavored potato chips,,Salty snacks,D,2,21.43,7.14,16.075,0.643,7.14,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041200104624,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20685002410,Kettle cooked potato chips,,unknown,C,1,25.0,7.14,1.34,0.536,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0020685002410,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41200104686,Hot stuff potato chips,,Salty snacks,D,3,28.57,3.57,26.775,1.071,3.57,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041200104686,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'25600085639,Flavored kake chips,,Salty snacks,E,2,30.0,3.33,1.25,0.5,36.67,2230.0,63.33,0,0,https://world-fr.openfoodfacts.org/produit/0025600085639,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'21900982609,Waves potato chips  vinegar & salt,,Salty snacks,D,5,35.71,7.14,26.775,1.071,0.0,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0021900982609,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'854137000286,Seasoned corn chips,,Salty snacks,D,3,25.0,7.14,1.205,0.482,0.0,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0854137000286,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'18195707000,Apple chips,,Salty snacks,D,2,32.14,0.0,0.09,0.036,32.14,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0018195707000,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'16000502789,Gardetto's Special Request Garlic Rye Chips,,Salty snacks,D,7,33.33,10.0,2.75,1.1,3.33,2372.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0016000502789,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'49451000030,Original seasoning tortilla chips,,Salty snacks,E,1,35.71,3.57,1.785,0.714,0.0,2092.0,46.43,0,0,https://world-fr.openfoodfacts.org/produit/0049451000030,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'41200099098,Sour n'dill potato chips,,Salty snacks,D,3,30.08,3.76,28.675,1.147,3.76,2201.0,56.39,0,0,https://world-fr.openfoodfacts.org/produit/0041200099098,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200033658,Potato chips,,Salty snacks,D,5,28.25,8.47,19.775,0.791,2.82,2125.0,56.5,0,0,https://world-fr.openfoodfacts.org/produit/0041200033658,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200099067,Hot flavored potato chips,,Salty snacks,D,3,30.08,3.76,20.675,0.827,3.76,2201.0,58.27,0,0,https://world-fr.openfoodfacts.org/produit/0041200099067,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200099142,Potato chips,,Salty snacks,D,3,30.08,7.52,19.275,0.771,3.76,2201.0,56.39,0,0,https://world-fr.openfoodfacts.org/produit/0041200099142,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20685002014,Kettle cooked potato chips  sweet mesquite barbeque,,unknown,C,1,21.43,7.14,1.205,0.482,3.57,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0020685002014,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'20685002007,Kettle cooked potato chips  sea salt & vinegar,,unknown,C,3,21.43,7.14,20.525,0.821,0.0,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0020685002007,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'815099020170,Clasico tortilla chips,,unknown,C,1,25.0,7.14,1.34,0.536,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0815099020170,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'815099020453,Clasico tortilla chips,,Salty snacks,D,3,25.0,7.14,1.875,0.75,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0815099020453,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20685001956,Potato chips,,Salty snacks,D,1,32.14,7.14,23.225,0.929,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0020685001956,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'20685001963,Thins potato chips,,unknown,C,1,32.14,7.14,15.175,0.607,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0020685001963,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'816374020113,Roasted garlic bagel chips  roasted garlic,,Salty snacks,E,1,17.86,14.29,2.5,1.0,3.57,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0816374020113,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'708163124655,Red chili olive oil kettle cooked potato chips  red chili,,Salty snacks,D,2,25.0,7.14,15.175,0.607,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163124655,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163124587,Kettle chips,,unknown,C,3,25.0,3.57,10.725,0.429,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163124587,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708163124563,Kettle chips,,unknown,C,3,25.0,7.14,1.25,0.5,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163124563,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'708163124570,Backyard bbq flavored kettle chips,,unknown,C,2,25.0,3.57,1.25,0.5,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163124570,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41512102509,Hamburger dill chips,,Salty snacks,,4,0.0,0.0,34.825,1.393,0.0,75.0,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041512102509,D,C,C,C,C,C,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41512083921,Kosher dill chips,,Salty snacks,,4,0.0,0.0,34.825,1.393,0.0,75.0,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041512083921,D,C,C,C,C,C,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41512087660,Dill chips,,Salty snacks,,5,0.0,0.0,33.025,1.321,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041512087660,C,C,C,C,C,C,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41512087561,Hamburger dill chips,,Salty snacks,,5,0.0,0.0,33.925,1.357,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0041512087561,D,C,C,C,C,C,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41512083969,Hamburger dill chips,,Salty snacks,,4,0.0,0.0,34.825,1.393,0.0,75.0,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041512083969,D,C,C,C,C,C,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'41512087349,Hamburger dill chips,,Salty snacks,,4,0.0,0.0,34.825,1.393,0.0,75.0,3.57,0,1,https://world-fr.openfoodfacts.org/produit/0041512087349,D,C,C,C,C,C,Mauvaise qualité nutritionnelle,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,Qualité nutritionnelle moyenne,
'72080106330,Sour cream 'n onion thin & crispy potato chips  sour cream 'n onion,,Salty snacks,E,4,32.14,7.14,16.975,0.679,0.0,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0072080106330,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'859204006024,Protein chips  spicy chili lime,,Composite foods,C,2,14.29,53.57,2.545,1.018,3.57,1795.0,25.0,0,0,https://world-fr.openfoodfacts.org/produit/0859204006024,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'859204006017,Protein chips  tangy southern bbq,,Composite foods,C,2,14.29,53.57,2.5,1.0,3.57,1795.0,25.0,0,0,https://world-fr.openfoodfacts.org/produit/0859204006017,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'859204006000,Protein chips  toasted coconut,,unknown,C,1,14.29,53.57,23.225,0.929,3.57,1795.0,25.0,0,0,https://world-fr.openfoodfacts.org/produit/0859204006000,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'34392101601,Tortilla chips,,unknown,C,1,25.0,7.14,0.67,0.268,0.0,2092.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0034392101601,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41200104655,Kettle cooked flavored potato chips,,Salty snacks,D,3,21.43,7.14,1.25,0.5,7.14,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0041200104655,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104716,Potato chips,,Salty snacks,D,5,32.14,3.57,33.925,1.357,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104716,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'85239010358,Apple chips,,Salty snacks,D,1,25.0,0.0,0.135,0.054,42.86,2092.0,71.43,0,0,https://world-fr.openfoodfacts.org/produit/0085239010358,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064289,Nacho cheese flavored tortilla chips,,Salty snacks,D,6,21.43,7.14,1.875,0.75,3.57,2092.0,64.29,0,1,https://world-fr.openfoodfacts.org/produit/0087848064289,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'87848064913,Chili cheese flavored corn chips,,Salty snacks,D,7,32.14,7.14,2.5,1.0,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0087848064913,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'78742237039,Lightly seasoned tortilla chips,,unknown,C,2,28.57,7.14,10.725,0.429,0.0,2243.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0078742237039,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41262278684,Ridged potato chips,,Salty snacks,D,6,35.71,7.14,1.875,0.75,3.57,2243.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041262278684,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'78742237138,Flavored corn chips,,Salty snacks,D,6,35.71,7.14,2.41,0.964,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0078742237138,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'70625198529,Organic tortilla chips,,unknown,C,1,25.0,3.57,10.275,0.411,10.71,2092.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0070625198529,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'38000183690,Pringlespotato crisps chips bbq flavored grab and go,Pringles,Salty snacks,D,6,32.14,3.57,12.246,0.48984,3.57,2241.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0038000183690,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163118579,Kettle cooked potato chips,,Salty snacks,D,2,25.0,7.14,14.275,0.571,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163118579,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163118357,Kettle cooked potato chips,,Salty snacks,D,2,25.0,7.14,14.275,0.571,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163118357,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163118562,Kettle Cooked Canyon Cut Potato Chips,,Salty snacks,D,3,25.0,7.14,15.421,0.61684,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163118562,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163118333,Kettle cooked potato chips,,Salty snacks,D,3,25.0,7.14,16.975,0.679,0.0,3138.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0708163118333,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163125683,Rice bran oil kettle cooked potato chips,,Salty snacks,D,2,25.0,7.14,1.875,0.75,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163125683,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163118340,Hickory barbeque kettle cooked potato chips  hickory barbeque,,Salty snacks,D,2,28.57,7.14,15.625,0.625,3.57,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163118340,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'708163970115,Kettle cooked potato chips,,Salty snacks,D,1,25.0,7.14,1.785,0.714,0.0,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0708163970115,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'16000474260,Betty Crocker Delights Mint Chip Brownie Mix,,unknown,D,3,6.45,3.23,0.725,0.29,58.06,1619.0,83.87,0,0,https://world-fr.openfoodfacts.org/produit/0016000474260,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'16000473621,Betty Crocker Coconut White Chip Chewy Oat Bar Mix,,unknown,E,2,18.75,6.25,0.9375,0.375,37.5,1962.0,68.75,0,0,https://world-fr.openfoodfacts.org/produit/0016000473621,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'52548609436,Tortilla chips,,Salty snacks,D,12,25.0,7.14,16.075,0.643,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0052548609436,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'52548609429,Tortilla chips,,Salty snacks,D,12,25.0,7.14,1.965,0.786,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0052548609429,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130293841,Sour cream & onion flavored potato chips,,Salty snacks,D,1,35.71,7.14,14.275,0.571,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021130293841,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449472348,Tortilla chips  the ranch,,Salty snacks,D,5,25.0,7.14,16.975,0.679,3.57,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041449472348,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'35826105479,Tortilla chips,,Salty snacks,D,5,25.0,7.14,1.965,0.786,3.57,2092.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0035826105479,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'85239062609,Smoky chipotle cheddar potato chips,,unknown,C,1,21.43,7.14,14.275,0.571,3.57,1941.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0085239062609,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41449472379,Tortilla chips,,unknown,C,9,25.0,3.57,1.25,0.5,3.57,1941.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0041449472379,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'816374020274,Cinnamon raisin bagel chips  cinnamon raisin,,Salty snacks,D,1,17.86,10.71,0.715,0.286,17.86,1941.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0816374020274,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'816374020236,Roasted garlic bagel chips  roasted garlic,,Salty snacks,E,1,17.86,14.29,2.5,1.0,3.57,1941.0,64.29,0,0,https://world-fr.openfoodfacts.org/produit/0816374020236,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'21130293889,Bbq flavored potato chips,,Salty snacks,D,3,35.71,3.57,1.34,0.536,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0021130293889,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41200104792,Corn chips,,Salty snacks,D,2,32.14,7.14,15.175,0.607,3.57,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041200104792,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295319,Bbq flavored potato chips,,Salty snacks,E,1,35.71,3.57,28.575,1.143,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021130295319,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'21130295326,Cheddar & sour cream potato chips,,Salty snacks,D,6,35.71,7.14,16.075,0.643,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021130295326,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295340,Sour cream & onion flavored potato chips,,Salty snacks,D,1,35.71,7.14,14.275,0.571,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021130295340,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295371,Bbq flavored potato chips,,Salty snacks,D,3,35.71,3.57,1.34,0.536,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0021130295371,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41664707836,Creamy dill gourmet potato chips,,unknown,C,2,28.57,7.14,0.9375,0.375,3.57,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0041664707836,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'72600032439,Crabfries seasoned potato chips,,Salty snacks,E,2,32.14,7.14,2.5,1.0,0.0,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0072600032439,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'52548608286,Corn tortilla chips  nacho cheese,,unknown,C,2,28.57,7.14,14.275,0.571,3.57,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0052548608286,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'70038646730,Semi-sweet chips,,Salty snacks,E,1,26.67,6.67,0.0,0.0,53.33,1954.0,66.67,0,0,https://world-fr.openfoodfacts.org/produit/0070038646730,,,,,,,,,,,,,Très mauvaise qualité nutritionnelle
'21130293896,Potato chips,,Salty snacks,D,1,35.71,7.14,14.275,0.571,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0021130293896,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'857279006086,Kettle chips,,Salty snacks,D,1,28.57,7.14,16.975,0.679,0.0,2092.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0857279006086,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'11110836717,Potato chips,,Salty snacks,D,3,35.71,3.57,1.785,0.714,7.14,2243.0,53.57,0,0,https://world-fr.openfoodfacts.org/produit/0011110836717,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'99482464004,Nacho tortilla chips  nacho,,unknown,C,2,25.0,7.14,1.785,0.714,0.0,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0099482464004,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'99482463915,All dressed potato chips,,Salty snacks,D,2,32.14,3.57,1.785,0.714,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0099482463915,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'99482464011,Ranch tortilla chips  ranch,,unknown,C,4,25.0,7.14,16.975,0.679,3.57,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0099482464011,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'38259104439,Tortilla chips,,Salty snacks,D,9,21.43,7.14,1.875,0.75,3.57,2092.0,64.29,0,1,https://world-fr.openfoodfacts.org/produit/0038259104439,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295272,Flavored potato chips,,Salty snacks,D,3,28.57,7.14,1.25,0.5,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0021130295272,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295302,Kettle cooked potato chips,,Salty snacks,D,1,28.57,7.14,1.16,0.464,7.14,2243.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0021130295302,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130473076,Pickle Chips,,unknown,C,5,0.0,0.0,34.471,137.884,0.0,0.0,0.0,0,1,https://world-fr.openfoodfacts.org/produit/0021130473076,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'21130293834,Bbq flavored potato chips,,Salty snacks,D,3,35.71,3.57,1.34,0.536,7.14,2243.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0021130293834,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295401,Flavored Popped Chips,,Salty snacks,D,2,10.71,3.57,19.957,0.79828,7.14,1793.0,71.43,0,0,https://world-fr.openfoodfacts.org/produit/0021130295401,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295425,Popped chips,,Salty snacks,D,1,14.29,7.14,16.975,0.679,7.14,1795.0,71.43,0,0,https://world-fr.openfoodfacts.org/produit/0021130295425,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'21130295432,Popped Chips salt & vinegar,,Salty snacks,D,1,14.29,3.57,18.143,0.72572,3.57,1793.0,67.86,0,0,https://world-fr.openfoodfacts.org/produit/0021130295432,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'84114900388,Potato chips,,unknown,C,1,28.57,7.14,14.275,0.571,3.57,2092.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0084114900388,,,,,,,,,,,,,Qualité nutritionnelle moyenne
'41250884927,Potato chips,,Salty snacks,D,3,28.57,3.57,2.41,0.964,7.14,2092.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0041250884927,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'891803001666,Eat your vegetables chips,,Composite foods,B,3,25.0,7.14,0.8925,0.357,3.57,1941.0,60.71,0,0,https://world-fr.openfoodfacts.org/produit/0891803001666,,,,,,,,,,,,,Bonne qualité nutritionnelle
'78907450686,Tortilla chips,,Salty snacks,D,3,25.0,7.14,1.785,0.714,3.57,1941.0,50.0,0,0,https://world-fr.openfoodfacts.org/produit/0078907450686,,,,,,,,,,,,,Mauvaise qualité nutritionnelle
'41449472454,Tortilla chips,,Composite foods,C,5,25.0,3.57,1.785,0.714,3.57,1941.0,57.14,0,0,https://world-fr.openfoodfacts.org/produit/0041449472454,,,,,,,,,,,,,Qualité nutritionnelle moyenne
